photo_id,business_id,caption,label
NMhsSzU2_kOyzlDoTrl3sg,GXFMD0Z4jEVZBCsbPf4CTQ,Side menu,menu
MwKu63keIlAxJYl4Lqgqgg,5xRmemqmR89BpGoOA25hqA,Menu,menu
r-vvxKSqoz1leFHydZTsAA,wa_bwyY57etHjtJ2Fw0E3g,"Freshly Brewed Ice Tea (tropical, berry hibiscus, paradise green)",drink
sN21GRQAIzPlQi6Gml6hHQ,oM9ZFIgO88Hu0ppDZPjuwg,Flights are a great way to sample multiple beers!,drink
_NnBRWCGqeyKEvz6fQNVfw,sjosv3U_wxN3Zigr7gIx2g,,food
_uGxiFB9zcJ3qf_iC-gjLw,ww3YJXu5c18aGZXWmm00qg,,outside
h8omtTVZ3n7mKDx0JLNPnA,Qkiz7nFYML7sJBFPO7pNaw,,food
USykM5FB3JTi6XUpNCgWJg,8Vk_2t7hQI02IhpcRnfAIw,,drink
a4Nau52Dcfyyqc8Z05OIXQ,309c5IrY2M89dB3fKKhq0Q,,outside
Ow7RtzeGV_fLe4sAUQ_FYA,vAoCutZiiFsaZ7i8EQromg,Birdie w/ gin!,drink
tuowugb1gzh4kWsKJiOkqA,gaQNZB18M2qG6g40oj6-8w,Menu*,menu
AhMdnxMmeTwdVu7_CctX0g,o1Vs7jjK0_hu5L5h_ZgBNw,,drink
SFHwL-D4cLBykGthXFcjNA,BBLDTyPzIpbes8JTO9lRHw,Aroma Joe's hot coffee!!,drink
u7zTWr-S9Hr1riqVSDdWwA,F0XiRcSbcLF4GwA2A2TDKQ,Sexy Margarita looks better than it tastes.,drink
p_5Ov-95Bl1TM4UaMujgRw,_HH5CmB4e7uWnck0_MxfTA,,inside
qguy7CKJaGoCkmXMfhn-XQ,qh-Ho_4Bf0IoAfRgKjpPIA,,inside
J1pv-fHaTiYxBEfddbeigw,mztt209FhKbp3YJphcWC6w,,outside
wY_hJIs44qF8KORyI5WyWw,RXyeTQd-hGUajIYOaTdawg,,inside
ZB1QNQ7xrLpoeC8dZNeqIw,KBsLYznLfnJEY3RIBUZe0Q,Deluxe rolls,menu
SBO4JffBp3rFF2Ll_w7NGg,0WrdiQ4qJBu2Gc7wRcIfdw,crab cakes with poached eggs,food
k5qPkPA4pbm7yCXw42dtEg,jySVipAqMqczPzOPLMnJpw,,menu
ZtCU0jvWxx9t7dTDxgzC3g,Fag3PLbNg3H7eSjzxiODnQ,,drink
I_UkWHg8ujAjFeWx5w1F8w,S1Va-uJlnrvNbNSsXT-hUg,I love this place so much! I am never going to the grocery store to buy dinner again!!,menu
LnmtdRHX1xZ2_dMyiITIhg,F9P8ZZa4wQVaUE-OYWbRKQ,,menu
GktWKHm3S-SmtYFBgadj6g,m23YTgIVALszrdDu8BPm-g,,menu
z8A64ttaBSLEEBkKEo_ryg,CUEQZ3o6ZMT8PozLMfVOxg,Catering available!,food
8aFdiCNVD5o_ylmgHqO78w,SJIQFKTW6uUsOo29w9IHxw,,inside
ne7_fEM5-mPGdhl4aMgiLA,K7rsFcHcO_LYrgWvTAik2w,,food
c2PNOmslhsLg8QTCDlIoEg,Trbe4JX-oLHrrVVPcv0wog,Courtyard,outside
v5jJhgsXHMnmgydhZYFtRA,7I83yaco0OfOeBS9PSShvQ,We wait all year for this peppermint bark... Best anywhere!,inside
kR2iv5SsQMMlsbRhDQEd9Q,kbUeqMV5NzSHVVzJURSuBA,,drink
dWkdttiVfJSE0w7X_HAjWg,YhpUIN4ByTEMdFbWJvIB9A,Pinot Grigio,drink
wOqx-VWUTSiYr0X7UIZRcQ,VaHG9BwrSZ-oNv0mGsTgiQ,Morning Kale Tonic,drink
zgBq9yIQcqFp9fxVzzuOjg,1FO0pL-Lf7GkfF-d5Wuxdw,Breakfast menu served all day.,menu
DEu2dnYNsRyML1a-DP5mMw,_9MTM7D67Up6A_5uTv1Ucw,,menu
9mDMSpOyECY0CiWQmJFtdw,alzPS7bo3yp3yystK62g2g,Single origin bar,menu
U6vEFhAje-_eaIzRrkMehw,xHG-xznai_fgceFDl6xn5w,Blood Orange pops,food
qi3ozg6fu_I1gior-kZFsg,8wjRidyw7pqepAf5MncA-g,,inside
R_DyJfSE-QOmz6hNsVSTKQ,dO7gWzCuW9ULb7P4Qd9SdQ,BEN THANH 2020 MENU,menu
EPA09-krMzn0NSF9ZWDmLg,w1drxBdIeFllmEsvH_3a6A,Chicken Satay,food
_IOjyIWqxU7zJa7cORP6PA,OScArtTInz7zQdW5wC2Ebw,Nice view,outside
9v5FMaj__mFUZvvF4yDZLw,EjG3BCsSGj9jSphYFrd9MA,Our new menu!,menu
Dh5SPLexvYartbEnQrmklQ,-ejuzGbu3ZHUndhLTQafJg,Concept for Clarity,drink
pvPkA7Bv43Xa6XEIG5UBOw,eICX3HkEASZ3B2uzG4nvJg,,food
B1e41xhDii2dzD_dbcUh9g,2AwhlMOMsYXJvskZKKG2GA,several dining rooms,inside
_uGWMjT0IFHZOkJWfibQKQ,JlHO0nd0yXCQbiIIvJm2jQ,,menu
Xcl2eP5FsRTHVuOuPGfC7A,6E9KjyDAdL_vDQCWwhj_KA,Mayan Mocha!!,drink
xqRmgWpI6xtkaKBeN0IDnw,I3Uy20BKx7G-Fzz6hLIeWg,Complementary sweets,food
3MU3eHi1Wgz5waY8R4A5dg,ujUb29BOYcUyhMcnqo4bWA,,inside
KEiMEMg384lNWDha3RTRvA,qLJAazq2lNFUp0nR_HT2zg,,food
Q6Jr_2X6UEk_y8v5Y0oD2w,uZhSdSBMMhY_31OHzs6pnA,,inside
gKm2KNHylm2GTeIshkxJmg,B7GxqHvtjoYR4hyNAUinow,,food
MeUI_RwH3g4rzDkiWSUbTA,H41S-qS3NOUJSbIqWTuyIA,View of river from front of paddle ship,outside
zIKcgajJ-4Tq7LiWlbwmQw,ac1AeYqs8Z4_e2X5M3if2A,Chocolate Kahlua Mousse,food
tm5y6HRDS9I6dwzsGZ5_sQ,9JHhenxdM20EqmTQba6WyA,Inside,inside
TI1rtYIngufTb8jF-68VLA,e_-Toln0AeJ9d8aMLxgZJA,The Friday happy hour crowd at Levante brewing.,outside
euUhmSXkVAUadfjWATEAtg,TlvnDLrM4p2udHfeUwL82A,It's in the Northeast  corner of shopping area.,outside
u2RfPzbioRTIJZE8TBFofw,d6IkDuDtxzBq8Cem2Jocgw,Delicious Falafel,food
SBEw85ZXfgInW-h_SWC_HQ,Ra-M3jQx9uRuCgSv33fpIA,Dark Lager Jackalope Bear Walker,drink
TKwYRQYJFu78hZWMi9pJrw,ctHjyadbDQAtUFfkcAFEHw,Rugelach,food
6bkAbi5HPUwSd1B3bl6E9g,wJuWId7lvoTElFX3rN7smQ,,outside
fyA1pHeuTz23jS7nfUEaAA,VZqrQ1dEOUWp-A1hNsdZBw,,inside
XFNhIfZM13MlgeyBx6YIzQ,Uav77hrQM4WCzrq_F8Exkw,Front door,outside
e7luze9AXqvBqT_-jHcu1g,IkY2ticzHEn4QFn8hQLSWg,,outside
lJMUwpCJ32jm0DOwTS5q3A,sg09rwt2WMCI8KAaOqOu2A,,drink
PR5791UnZcKultXJHNW5CQ,PVieWiYn8GK9GSLnNFmOyA,8.26.18 Outdoor seating,outside
Js-mCMqP0jzPr60lh6vnIg,NtfDrs753JK4dLFmjPJl7w,To go menu,menu
_b5xvcQAa8Y07yh5NmUB5w,IkY2ticzHEn4QFn8hQLSWg,"Pat's across street. A bit more taste, but also greasier.",outside
nDlTavIBgBquNDCn8cOuKw,04l8PYcuYQeEkEhJCbhtOA,,inside
dCu21rhEwX-M9rHAhczWcA,AiAR72GqabOqpzm2iJBsJA,,outside
jiBKeLTWL_S5bBnz1wFhNg,9V0LMtO1riRw9-pUuG4NFg,Fire n ice drink,drink
AwYySM5ggwTWwsmnEtwiZQ,FEXhWNCMkv22qG04E83Qjg,Across the street,outside
RYqtPI8jrxBchuo9zReWmA,Civ-IjTIL9GmMSPYjSqE1g,,drink
jrgBjSfFUNuapCEkvqtAzw,VF0msgGweBtGX_2UM2fXaA,Special Valentines Get Lucky Box 02/14/21,menu
zMNsa6UoxwCmzZ88uudhjA,9kv9JpLhzkN3UeWZDrsmEA,,outside
aAw0r0InfDVGheoC-_PWJw,3YqUe2FTCQr0pPVK8oCv6Q,Tasty meal. Salad and homemade salad dressing was awesome,inside
kiLBYN8myaE4glEqD00ZLQ,TOgkopnDE5q9mT074TDeeA,,outside
zpXBcW08QU4MyYGVbMTaQw,RLlOK2fL6xU1sfIPiP2QBw,Potatoes,food
wnvVxgOEwF6oNobmP8w_lg,BFihjoRdU-jmdbvIEqEsxQ,This was Cosine Matassa's Jazz City Studio 1965 to 1974,menu
cdSJDNkkMd0tmBEc-1qXsQ,U1Ni64-U1o5ylGO_pqNDMw,,inside
xXSvJYSdodLyJqzzJ4yQzA,vP_Rkh68ohANnCL-nXED6Q,The group enjoying our meal.,inside
svxZzjlFKL0D002NnM--HQ,cOoTIQ0RcudE1R5aRVZzdw,Kinda silly to sell these when other retailers on the lane give them away....,food
ewSmG7oMM5OWNUfcmRo7bw,V5Bb9StvahgCSkBKXHMW8w,Cheers!,drink
Untiw0Cg_48dJcRUMobF3A,x063XOQJCfTsKvS7iPLSsQ,Another Broken Egg Cafe Coffee Mugs,drink
CnKv8_0PSFCdvOGvMPQh1A,EZc2myE2mYk2h9JK9qu8gw,HH menu,menu
d-zBH1MpE1yyGt9EunYXXA,IqocLKWSjSCCRakMon52dA,,inside
kyKLI8xuBfL_gYzJMqdzCA,kZ1q0K13tFYG_ZJrVvsJHA,Drink menu,menu
RsQf6mhL-i9jsB1O88AQXQ,s9M65KdbIrTktB2Wic9Rmw,Front of the restaurant on Kline.,outside
OvBpC5lwwhzcPei-M_v8bA,eyQL0pS7agcZtdKYQ-tJGw,,menu
UJpAQazrLvdiSWw3wWaSgw,3_WGRjRrnZX2b4ZVpjmL6w,Arnold's After Dark Menu now Available,menu
FYv0W-6DtWJY26oLonQj8A,5xLGcJKU65Sv7rV8m5gAwQ,Outdoor seating,outside
GdBGmXlcD7qJm__Vkca86Q,2SYEGA2fZLdzZQ9lmIfM5Q,,inside
tjOD_x7ytIi3CscCK88Pew,VtSoDg3_zkKa19odl0Z0QQ,From their website,menu
eewDNhdeu-HtNqPpq7FdnA,tZe5mvS13mPy0rk5ltuR9w,Build Your Meal,menu
ssZpwzBr0GsaK_HgZVKgVA,JVIitv_Mvk0cKZmqjIh7Gg,,outside
vXxFV4NyO_wl8wKNawiSYg,skY6r8WAkYqpV7_TxNm23w,"Our perfect ocean view table right up by the glass, just as I'd requested when booking our reservation online.",outside
_emngX_EqKSa9iEfmT-daA,GXFMD0Z4jEVZBCsbPf4CTQ,Line begins here to order your food,inside
CDr3iWrapzUSgfBAXjZ3zA,m79_C1oZzyGhopd5eft8kg,,drink
ayQVLccGaJ23rKs5GB-0oA,16tjKOvMw_nOgNViq2LwOQ,3 tenders with the baked beans side.,food
FbyGRhj_f7QbDypGpA6n8A,GtLs9oOfNzBlR7JUehCVrQ,,food
WCOgPOvKZl46Y1itp7HbBw,T2NZEKXgfTIPothJrLyz2A,,drink
v8HY7D0iA45TJYN2ni3rnA,tB971SQcyzBs-nqZl1_PjQ,,food
UXkSJmqQBZ5liU9Q2AQVrQ,tpvHimO4BBn1QMPQL02B7A,,inside
rFPMnejdyYtf6wpbyP9pbg,MrGpJUIA2WSke3x70YC0Qw,Quiquiriquí Club Sandwich,food
zqFGAkDBsUgJV3_0VaWLMg,wDOWuUyB7DzYRaYZYI-YNA,,inside
DBU2BcG9Ckxyr0F_l1G_gg,3YqUe2FTCQr0pPVK8oCv6Q,,outside
bG9dOaQq9XmwEifbgEEauw,dGUyXgFW1WSYMgRypKaYew,,drink
JJjm8yXLLyTV-VOMK6GQoQ,8do5XP-TDtTG4rnJgDZ4FA,Featured in Philadelphia Wedding Magazine,food
s_9trpX-63pjK1pK4ZEUsw,SQM7s63nDqst2LGRLQI7Gw,"The outside of legacy restaurant, pleeeeenty parking around the building and plaza.",outside
GALFTbEDPJI2AdW4U6_W7g,oQ5vMDu5GihRMLCsytYlKQ,Açaí bowls,food
ZynKcbtQBnIz7O7Pfp_FRw,-mIlmp5l4hKlp1tvHRdvTg,,food
v6NwPTVizToGTcHYINAECQ,oo37sVFYkBTxyPqDpu6WPw,,outside
u7Og0xC4st6TFY3Oe2n7TQ,ImO3aF_axcKe5pwFf-jQeQ,"Roasted Cauliflower - Turmeric cauliflower, chili flakes, raisins, toasted pine nuts, lemon",food
fdfGRvxISVOiR2xBOep_iA,cZs77_NDbUVFvSVzH_2Vyg,Wellness Origin Wild Superfood Complete Demo,inside
KrBZ1W5hYDTb02OrbJQuGQ,glqhlr3vcINNstyYRQGliA,The owners In Halloween costumes.,outside
SlEvKI8bDzsScI9QlDuLvQ,1Mmo93UBNsaVW7OnpWDuQg,,inside
w6Bd76bWD-nMpxPacmxayg,waLd1ruvJl_Ur0lVFxEzrw,Menu,menu
tbAvs-e2ht1HNAHwl8EQ6w,VrGxoSNZfSiT-G4OqRRGIw,,outside
YyydqhMh2pxKJuqdvZ9mYA,Ss6f5v_t5Vddiaz4ZOxL0g,Bakery display,inside
TUq2O-o9aAhWOAELiXXyxg,DUaQSnLnsk3V9IWtkP6uFw,Outside,outside
JnUsHmQAgun2BO7E63W-rg,WYSqcpQv0OA8RyE7f2mnnw,Look how cute and chic it is outside!,outside
5oN7tqqvO2WOQ8Fep0KZxg,HqPTlLE1mxWyvN4y1stsKA,,outside
8rj7brWI2oeUYRoF9aaCCw,s6J09lsnm2G5iK9SqsyPdA,Nice patio upstairs,outside
HrEK-WLWb0L7P9MZDvjVNQ,lWedWkinrM5j13pyimbpbA,,drink
txxFaadOZB_frJ4OkeLzTg,y_cUvG1Fn2yHZL84NYaS9g,,drink
gK2bLJAFbw2XrHU2pl_09w,t4Pg_wMV-SDplEpbnVZtLw,,menu
vCNEwdcrNmH5Q1Vrbu8_dQ,OmJnaVUJH9EVR-TYldv4JA,Great margaritas ! Not impressed by the paella or gauc for the price but it was overall a great atmosphere and loved the ambience.,drink
4-eygQxdtBti9GKF2ryYvQ,uvtDcAEXnTLE2SaTxqrKww,,menu
t2-JCHoOSguTavPuFDfTfg,x1-RLqVvspmksSiICHCcRw,Wedding cake,inside
zXbjfZTuVfuqCBP2XKQlHg,i9R_CJQ5oN1tVglXpL-GCA,New 2018 Traditional Menu - Seafood,menu
Cza0SuckncZjNk_h-QsTcg,GoYSJ-YY-YwbxdgasHuq-Q,,menu
Yh0nn63rWaqJtCHR24-0bw,1fJu9Q5TFr_GECcp_5Lklw,21st Birthday Cake,drink
BRPemPPAFMXQmKxf2tx7yQ,DCb_WRnRaLuQ4Ozga-RduQ,,drink
9bsGeRJWyx_7Ukj8qWC6VA,3KYD10PwNu_gvtcWXWkZNA,Market Vegetables,food
ru7h1yQ1LcTK3Itu-27jTQ,lWGxngrv-HpAVsI2gz4Bag,Golden Cupcakes,food
FOlJ2zPEBWhGv37fvNmuFw,-66jJ8Hl0vLV5PMxySNbXA,good luck!,outside
K2luhuLUjgImRLX7equQgw,_ab50qdWOk0DdB6XOrBitw,The signs,inside
VzCp1knJXyL_jOYhdY9Vxg,poviu-6n3iaRE4gdQz6OYw,,menu
P_pF4_kKM-eDKhCKpMTj3Q,mFd-j_KM90IOamGmoN5AQA,,inside
Sc9kTgXrc7AAX0gvJBPiKQ,ow7hDGkfVJH65nniXH1a0g,,outside
DSvvBMyjg787Z3ujaFbH_g,tyPpn-nrmlhhSJlct6WAjw,,outside
UJ5PSVhpAxXSWhkpGenZvQ,Fyw7Nszsz2E6ZKy7gjPtDw,,menu
Dcg5o1X2ccJz-gSKE_TvBw,POuaebsAeCyNx-8qZ3O7XQ,1. Shanghai Mix Vegetable Platter,food
zFkt9-bbkwjcap8fQYHiwg,ctSUBPw0Y7KDiZmBhKmiww,"The American Tuna Melt, Line caught tuna fish with Muenster cheese on rye",food
X0GhTkqmorl-0jJVmUs80Q,g-IXI3v3fOudMsyLPKb-eQ,,menu
e5folqxU1Vd97wSq_n7jzw,QEoqGssFnCU9Iz4UI47bZg,Since this picture they added a bike rack to the right of the building.,outside
tgwRKkdUWUepeoQ1vFGogg,2vvvAfUTpCv_wcK3aKYETg,The window seats,inside
M0YR6w8f_EGOsOwCH63OdQ,jRbCgGm1cpIcBZf-vOhJvA,"Vegan Burgers and Sandwiches along with soups, salads and sides!",menu
6LZHC4bcac_2oKyigNbdIA,RJgl-lt8fA23wZ-WnsFmtg,,outside
FN4vQDUpr4ozwKgl-EEsxQ,MbHR-RByapVGl33VWneAAQ,,food
YGQ_xqs8Zxh8ndnshzb-Bg,otHYLRH2uGN2mc7MaWON-w,,outside
oOwu48eX82D2fmHbDCWtKQ,LBHx4-SIP_r8MzcXTSgnIg,,food
Pyzn0WG3-J6q7QfUhC0NiQ,8MdZJIIm3My0jdbzYiweeQ,"Quick stop style snacks & grocery area, Beverage Cooler and Deli counter where you can order one of over 30 sandwiches",inside
EehSyVWv23q5SQWCjvQMkw,VGTAW7xAKN2li7t00e2hvw,,menu
rH5BVFRyDF1x2G9gQnRllA,sJC_tiKLZjGJY46OJFHzjg,,menu
HAqym1X8NeISPb5sUi4dyA,30iNoQB-k7LW_SuLfWDq7g,Located at the ground level of Element Condos in Downtown - Corner of Franklin St. and Cass St.,outside
N8zLWwqEWEAoGQJQfyI8cw,fC03dk7N8XV-RzGh0UJgmA,,drink
v1WFwAM4fKaPKKDBdnUF5A,wP2ok4O0GsR9td7Iiv1zKA,"On the corner of Old Hickory Blvd and Nolensville Rd, close to the new Autozone.",outside
ctj33gd58jpiOla0D8RBnw,j0eow3jliJVt2yevN7z1HQ,,food
uySrAAQfS-kwLAYazO-45w,PVieWiYn8GK9GSLnNFmOyA,,menu
73vF3f-ThM7mEKO8FipRRw,RjHHBXcaLTTrhheWwgxwKA,,food
Q6vtRpTJEttbMobF-Z6HUg,oJFEyzqsJeCI0JxcEaQqJQ,,food
sAKLE8-T_adHn2S1ZE_kEg,tR8AbF6WXVoY4eHZcHSNXw,,drink
PjqBxoQwGZuwd3le_9UqcQ,h2DidMy9Q9qyGlQ5xaecMA,,inside
OfTkgQbChtQjRjLy6YGX3w,wUZXm4KN2wIqlfkvXVZXUw,Cortado,drink
qOMm5zvowIbGOrUAA8JUQA,Sz3sBE4sb4gambo5LDgjPA,,drink
x7dlj9vWkUOszbjuBXe56A,5aylC28sgOxLa1OLF0BIRg,,inside
j16wlWZi-KAi5DIw4ITFsQ,AtCY79kMP0edwciEqbQk6Q,,food
X4BiwEgR6g_AW0zqNr5xJA,DZglT5FP5VNDQJU3PuRIHw,View from the first booth,inside
54ICOHFD9H0AzVM5iS9e9Q,6ewV-e7-39oqYUq3yZuIyw,,food
TIUS-WFeTtl3W-jSW6dO4Q,NXwwmUQAY5yDofbs_Epq5A,,menu
GwE0dg0SGx90e3zTJ20T6Q,9uRj85PviKNiMCYPwiJyIw,Yes that is my second one!  Did I already say BeSt MOJITOS ??,drink
mXVa7Poa-JyGmOg6USfOkA,QMbbErMrrp5mwg8oZwFE8A,,outside
L74CY_sQ0ppGKpXzpIADOg,9xb4prqdGMyLb55r6nUTJQ,,drink
RUolNDU_F9QW7uqMF-S6KA,xChUI6fyPIZK7bmZryAj1w,,drink
zGjTKifok2rVc6wX-CtBiQ,NGK31ST2C3sT1uwNtAeFdw,,inside
gODyF7WfOVzWpOEuVfm2mw,DanmmTKbIoNZ28uWtaU2kg,"M8RX 3rd Floor Lounge, featuring full bar, small bites, entertainment",inside
lJNY9ImeNjcoGF6-fECpZw,fQbT2skNJPvNDIhLHmcYKA,Lunch Special,menu
FR-y-3HbKaO2jquGbbbqUA,Le1rvS2UlAPvolgWKAiH8A,The Scrambled Egg Menu,menu
wPEpDpRggdc1FCqgNHlN3w,g60rSTq2Aynx5wMRvUcxVg,,menu
G5uJecL2wlzBdUpGvHYXKw,lCpO0y4VR19qMGWprbiGDQ,,inside
WmDpK-pvjGEp10o-W1EQWA,Envz99GhwMkfMg7LzDQeUQ,,inside
gJNwfprK_W10kooivdlbAw,PvWUpIHqV13Qe9crQ6MOsA,,inside
aJTiTo7mCNwCKOrbGiIHyg,7pI6lASZ4rPNPF8iX9jdoA,Curls for curls!,drink
rv8yDNDmK6YibyKQMtUp7g,nh_zw7XCzWW4TZg7KvGn_w,Menu,menu
Q8TTIWoN-j93zCWRAqP1Zg,avivi8rQFEaR9iH_CZ1iBA,,menu
8GjaJ9GLn6G1_3pKGtO05Q,yysYraC02lxQq3_kgkvW7Q,perfect mimosa,drink
Biqbr5iRauHKq4N3wGNrng,-iGzevsRYAi990-Lt-iMoQ,,menu
h2i2HoCBDHA4GNiI0i1k4w,wYYsmF6begc6ZcnPGwF9NQ,Beverage Menu,menu
jQKw3-xhxAF7QOe3r3DtkQ,52pgQaYBZx8axZK4mPn0Ow,,inside
OaoORaGZBpJAuQBSSxvCcQ,Jg9kkOl4sx2AXJVohbpSiw,Storefront! Usually a line but it moves fast and it's first come first serve for seating inside.,outside
PYJhS9Zh5jnaDNlS3ZPmsw,6RBZfirnzE4NahJTn1UPNA,Tamal de verduras (I believe $8.40) – vegetable tamal with cream sauce,food
XiMs0B0b60-A2_inpDrq2g,FyDQ8QKKjmBKagZ2GhNb8Q,,drink
RIMQufgjmE2X39r5j_0o1A,zVvdqWz7_qjJf3X87Yqp2A,Exterior view.,outside
4K80LBZDOTbptiXyodSkAQ,wtwDcp79klLOLaIjCFHQCA,new interior,inside
ZeycfBTvFWjFwywjUcM2gg,Lj0oSzrim8zGPozHbfbLyA,Tropical Green Smoothie,drink
pXI_CpmfMTwvFgvCB0kThA,MoDEAVL_BnkfOEF_9hSUxw,Ouzi every Friday,food
KAOdDP5zyYGuY2263D1YZQ,Ipkx4Sa7ybn8C6LtTqTztw,12/18/21,menu
a9gI3D07ejkmccUL3y-wew,mwZNtMYxbubcBq2nc9XG2A,,outside
OHGYqm_TSzjU1uErub_n9w,1ymFs_vuos2IsTvWAvQv5Q,,food
4aGonMcVIb5wlxQzWSMmgA,qY-BUQY-SFBaSrFHowF3nA,Menu 3/6,menu
FU36aHQ9I1xiQScrduih3Q,t2ASUt5TzlPUiomdNsQLuA,Counting Crows - 6/11/14,inside
St2B9_G-9K4HwXR5L0w1_g,HDGTOksawKXEPeoCUrH96g,,inside
x4yHVJoqFimKG0-pTRlnmQ,gC62IRqhvFg3-WWAtTZ_pw,"Carmel Apple, Vanilla Bean Stuffed French Toast",food
rzlN-r0jdRWlZBZQ5XpwEw,lJPQLm7RSENRuV21JWUepw,Strawberry cheesecake shake,outside
kTjAPPEnaImH44q2546FUg,5ypc4q7VsCVMyqHp1WLF3A,Bolognese,food
KZCLWKkMtZLLbaSGdwK6sA,9g7_oSVUYnquy6w3ocZyAA,"Stellar chicken cutlet hoagie w/ LTO, extra mayo, provolone, seeded roll",food
kwCc0W6bJvtnYjBpfusJsg,V1n-wIrt5xtI0VIAxIP5dA,,menu
zj1FTB_M_MlV7jn3TMbGNQ,vVfy055EfLMdd0yJYHxiMQ,Pomegranate strawberry lemonade tea & iced cherry blossom matcha latte,drink
EXDKWj8e04mPunacoUUwZg,ogyKKg_D4ioc6Ech_pKqfw,,inside
nhnFf5q335A-kwTham2gRA,EjG3BCsSGj9jSphYFrd9MA,Weekend special (1/8-1/10)!,menu
cqTNbDz_vg53juuP4ZKHMg,IZv79jZv6el1sBHrG7426g,Dessert menue,menu
Rh3I78p3v2CDx6LtQ0zPFQ,j5siJykDq7GWzgSdpOjhdw,Menu 3,menu
5NGxU7AylrymNhZlJAHSWw,4r5_SYcrA2eXxJpyuu3J5A,Produce,inside
HngBw1daVC_jeSAnFcw_-w,XCY5mYQv-6Y-uOZEOgOhiQ,,food
wJ3vYJ5y5jP0O2kTMscs6g,tz5rytGzU6DsZpHUxTRhUw,,menu
KZOdxfdMliz3UdhZQm8Z8g,g-IXI3v3fOudMsyLPKb-eQ,Old bank building,outside
XSikBMuh81inUT5wmnewCg,qtg5d6UmDVFeUw5ZKVBl4Q,Back side of in house menu 11/14/18,menu
H0gL-g5x_sA0uFz-jP0tXQ,fW1hp1Lje2fBZpDgm31ohg,Open Mic w/Logan Tuesday,inside
S0IWIczPmHzO-AQgyuIOPw,d_UJWp4IlGS4sgnjE60eBw,,outside
53BgnhCR5ZXxYGaYgJRnwQ,3BzxybbJ20DpFsozQjga9Q,Stonewall,inside
btVpRnCBqviwrcmdp5o7wA,cShGxfd19nuTm9X-kbSwGg,Patio Area,outside
zaXB0HdX3j7FP0tCH5UJIA,ev9PTrWNm6gX2KCIW04QwQ,From sunrise to sunset.. we deliver the finest food!,outside
cgy9IpsgqOlkuevYu7p1Nw,yDO5dZR1FOgNsF7tZ4UFdQ,,menu
WwHIS_RmFIXPedfZRD72gA,mpf51URhzEQQjc186BKUcA,,inside
s5RxY1BmkAxmpFi2wp6G7Q,V7dXBEowSa53mOVaDtnj_A,Bay 204.,outside
patRyZSGmsoOpiFIjQ3t3g,RmShOF-8MxNjlXATWs_2Dg,,inside
B2x8n0Dyc_SzcrmmRvz-hQ,OScArtTInz7zQdW5wC2Ebw,,outside
Y4yDGZTdD8KehutOZDsDNg,urMU-l8ak4qjTvYT-DC0eA,,food
sVNtT5B4yLLaGXMzuYuh2w,9OCsSHr6OCSyR91BFIbszQ,Bloody Mary at The Original French Market Restaurant & Bar,drink
uvHfJvrrCfXee0h0mJm2pg,Cmw00BFD1l-_DJHPuKi2Rw,Sparklers to celebrate special occasions!,drink
Nh572RLlnJMBC0FywXwchg,eDqPBPit4nCy_qLEE6AA9A,The Truck that the most delicious burgers come from,outside
u8MyftjP2TmEFTuWfF60yg,qLLSKapDKrcKgkHyUtLwSw,,outside
VXpYAvJJFxA39v3ytyAHJg,NebCGmQMd058CRT-xs13tQ,,food
q_BIr38M_Yg8rqJY8miIkg,2Z8YwDy6fUUTFFSSNXbLBg,Root Down & Sacral Geometry.,drink
fKTDazWEbFhg2NxrdL5Ifw,yeHLiKNp0hyR-ig4M6us-w,,inside
7Vk-GaL0XxkN9NPM_mUkBA,IxlIgLbIbynzJdzeqO860Q,tofu stew w/sea food,food
4oHSiGvEUndpdIamFlZeQg,xY9QKt3W_khOmvKNyArhvg,,outside
Z5lG2sVPxP9P-DL0q9JuWg,NXaw6ox4vQkLfQ13sq_oGg,,inside
dcPlOICMtvmpkzmgFOWLJQ,GXFMD0Z4jEVZBCsbPf4CTQ,Yum! Tenders were HUGE! And delish.,food
D2KtJE6c8CGxdfs0Qo9BZQ,540plBqdqZD_sAqMWZJ3EA,,menu
_UU4do0U6jO4o8pV-G8v1g,uTHnykxwUKF3w_KhFTnsiQ,Yum,food
CKBuF5OkYB7NAe6UWic5-g,Er7z9IDGqWO4O2sA2eIegg,,inside
9zXghc3inOTvKHv-r2qh8Q,53A7Yne_S_KizF3i-sDzgg,Abstract Artwork,inside
AYFeRuSehzam3GlLTF-lkA,IFIdD8lL7Ul2LHepHryK-A,"Super cool place!!! On my ""must make my weekly visit list.""",menu
fEOdROKFzziAspFbXNDOBQ,EreYgrQPuR7Sk_FKeZZg9g,,menu
8p1mpuyU0nNzRVjc0Z6OTg,Nit7oji_POMoRxZ3q2ichg,Chamoy sour amazing,drink
KaHJZ_cwkA9k8jHT4zVkBA,UdKHuxAAufKTxcfg0igk_g,Casual (clean) dining area,inside
7Z3Kg5LxWeyWzDr6gfEvQQ,QngStfPHmaGUvqK1ZOQ2zA,,drink
U65CiVmqdU1yOQhyRpFIaA,vibsdXJ4Ya9Hy7P9YKCLiQ,,drink
Fz7xqPF3501qNaYWuhAKgw,gehpdMAI1yDrtg4uTUba7A,,menu
N8Q5IyejvCQe4zfU6_YN4Q,Ezul-y-trSK8EHtcv40itQ,,outside
